"Time (s) Run #1","Output Voltage, Ch V (V) Run #1","Voltage, Ch A (V) Run #1","Time (s) Run #2","Output Voltage, Ch V (V) Run #2","Voltage, Ch A (V) Run #2","Time (s) Run #3","Output Voltage, Ch V (V) Run #3","Voltage, Ch A (V) Run #3","Time (s) Run #4","Output Voltage, Ch V (V) Run #4","Voltage, Ch A (V) Run #4","Time (s) Run #5","Output Voltage, Ch V (V) Run #5","Voltage, Ch A (V) Run #5","Time (s) Run #6","Output Voltage, Ch V (V) Run #6","Voltage, Ch A (V) Run #6","Time (s) Run #7","Output Voltage, Ch V (V) Run #7","Voltage, Ch A (V) Run #7","Time (s) Run #8","Output Voltage, Ch V (V) Run #8","Voltage, Ch A (V) Run #8","Time (s) Run #9","Output Voltage, Ch V (V) Run #9","Voltage, Ch A (V) Run #9","Time (s) Run #10","Output Voltage, Ch V (V) Run #10","Voltage, Ch A (V) Run #10","Time (s) Run #11","Output Voltage, Ch V (V) Run #11","Voltage, Ch A (V) Run #11","Time (s) Run #12","Output Voltage, Ch V (V) Run #12","Voltage, Ch A (V) Run #12","Time (s) Run #13","Output Voltage, Ch V (V) Run #13","Voltage, Ch A (V) Run #13","Time (s) Run #14","Output Voltage, Ch V (V) Run #14","Voltage, Ch A (V) Run #14","Time (s) Run #15","Output Voltage, Ch V (V) Run #15","Voltage, Ch A (V) Run #15","Time (s) Run #16","Output Voltage, Ch V (V) Run #16","Voltage, Ch A (V) Run #16","Time (s) Run #17","Output Voltage, Ch V (V) Run #17","Voltage, Ch A (V) Run #17","Time (s) Run #18","Output Voltage, Ch V (V) Run #18","Voltage, Ch A (V) Run #18","Time (s) Run #19","Output Voltage, Ch V (V) Run #19","Voltage, Ch A (V) Run #19","Time (s) Run #20","Output Voltage, Ch V (V) Run #20","Voltage, Ch A (V) Run #20","Time (s) Run #21","Output Voltage, Ch V (V) Run #21","Voltage, Ch A (V) Run #21"
0.004,4.241,0.030,0.004,-3.191,0.019,0.004,1.124,0.041,0.004,3.680,0.029,0.004,2.811,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-1.693,-0.038,0.004,3.125,0.026
0.004,4.275,0.027,0.004,-3.137,0.019,0.004,1.188,0.036,0.004,3.722,0.025,0.004,2.917,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-1.812,-0.040,0.004,3.172,0.023
0.004,4.309,0.024,0.004,-3.086,0.021,0.004,1.247,0.036,0.004,3.766,0.029,0.004,3.019,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-1.924,-0.038,0.004,3.218,0.021
0.004,4.338,0.027,0.004,-3.041,0.024,0.004,1.305,0.035,0.004,3.804,0.030,0.004,3.115,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.040,-0.040,0.004,3.264,0.017
0.004,4.370,0.025,0.004,-2.991,0.027,0.004,1.369,0.035,0.004,3.840,0.028,0.004,3.213,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.154,-0.038,0.004,3.310,0.016
0.004,4.400,0.025,0.004,-2.942,0.024,0.004,1.432,0.035,0.004,3.884,0.030,0.004,3.304,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.260,-0.040,0.004,3.362,0.018
0.004,4.430,0.025,0.004,-2.888,0.025,0.004,1.488,0.035,0.004,3.922,0.029,0.004,3.402,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.373,-0.040,0.004,3.409,0.019
0.004,4.453,0.028,0.004,-2.838,0.033,0.004,1.555,0.035,0.004,3.952,0.033,0.004,3.491,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.476,-0.044,0.004,3.456,0.018
0.004,4.480,0.027,0.004,-2.790,0.029,0.004,1.610,0.038,0.004,3.994,0.032,0.004,3.583,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.587,-0.043,0.004,3.497,0.017
0.004,4.504,0.021,0.004,-2.735,0.029,0.004,1.672,0.035,0.004,4.032,0.029,0.004,3.666,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.691,-0.043,0.004,3.548,0.016
0.004,4.530,0.025,0.004,-2.688,0.033,0.004,1.737,0.033,0.004,4.060,0.032,0.004,3.755,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.790,-0.043,0.004,3.590,0.013
0.004,4.557,0.025,0.004,-2.634,0.028,0.004,1.794,0.035,0.004,4.095,0.028,0.004,3.829,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.888,-0.038,0.004,3.628,0.012
0.004,4.579,0.024,0.004,-2.583,0.029,0.004,1.855,0.033,0.004,4.133,0.025,0.004,3.910,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.993,-0.040,0.004,3.670,0.015
0.004,4.596,0.022,0.004,-2.532,0.032,0.004,1.919,0.033,0.004,4.160,0.027,0.004,3.978,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.092,-0.043,0.004,3.712,0.017
0.004,4.625,0.022,0.004,-2.479,0.033,0.004,1.975,0.036,0.004,4.198,0.028,0.004,4.061,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.192,-0.045,0.004,3.752,0.017
0.004,4.643,0.022,0.004,-2.431,0.032,0.004,2.038,0.039,0.004,4.232,0.033,0.004,4.126,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.281,-0.044,0.004,3.795,0.016
0.004,4.667,0.023,0.004,-2.377,0.030,0.004,2.088,0.035,0.004,4.269,0.033,0.004,4.189,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.379,-0.046,0.004,3.833,0.016
0.004,4.684,0.022,0.004,-2.321,0.033,0.004,2.153,0.033,0.004,4.304,0.034,0.004,4.255,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.466,-0.045,0.004,3.873,0.016
0.004,4.702,0.021,0.004,-2.273,0.028,0.004,2.210,0.035,0.004,4.335,0.033,0.004,4.320,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.551,-0.039,0.004,3.913,0.015
0.004,4.721,0.021,0.004,-2.212,0.024,0.004,2.264,0.032,0.004,4.366,0.030,0.004,4.382,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.639,-0.040,0.004,3.950,0.017
0.004,4.741,0.023,0.004,-2.158,0.029,0.004,2.323,0.027,0.004,4.389,0.027,0.004,4.443,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.726,-0.043,0.004,3.981,0.017
0.004,4.762,0.027,0.004,-2.111,0.029,0.004,2.386,0.030,0.004,4.427,0.028,0.004,4.496,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.810,-0.044,0.004,4.020,0.013
0.004,4.783,0.028,0.004,-2.049,0.032,0.004,2.436,0.033,0.004,4.454,0.032,0.004,4.546,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.887,-0.042,0.004,4.055,0.018
0.004,4.795,0.028,0.004,-1.995,0.036,0.004,2.492,0.032,0.004,4.487,0.032,0.004,4.595,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.963,-0.040,0.004,4.090,0.019
0.004,4.808,0.025,0.004,-1.936,0.035,0.004,2.545,0.033,0.004,4.514,0.032,0.004,4.636,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.040,-0.040,0.004,4.122,0.018
0.004,4.826,0.025,0.004,-1.879,0.032,0.004,2.599,0.032,0.004,4.542,0.030,0.004,4.686,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.114,-0.043,0.004,4.153,0.017
0.004,4.841,0.025,0.004,-1.821,0.030,0.004,2.651,0.034,0.004,4.568,0.030,0.004,4.721,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.185,-0.038,0.004,4.186,0.018
0.004,4.852,0.024,0.004,-1.765,0.030,0.004,2.702,0.030,0.004,4.592,0.023,0.004,4.759,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.253,-0.037,0.004,4.223,0.016
0.004,4.864,0.018,0.004,-1.707,0.029,0.004,2.759,0.025,0.004,4.620,0.023,0.004,4.797,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.320,-0.037,0.004,4.254,0.016
0.004,4.878,0.022,0.004,-1.641,0.028,0.004,2.807,0.025,0.004,4.647,0.022,0.004,4.825,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.384,-0.038,0.004,4.287,0.015
0.004,4.891,0.025,0.004,-1.582,0.034,0.004,2.855,0.023,0.004,4.668,0.025,0.004,4.861,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.441,-0.036,0.004,4.315,0.016
0.004,4.906,0.023,0.004,-1.522,0.038,0.004,2.911,0.027,0.004,4.692,0.021,0.004,4.885,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.495,-0.032,0.004,4.343,0.016
0.004,4.913,0.021,0.004,-1.465,0.035,0.004,2.960,0.029,0.004,4.719,0.022,0.004,4.907,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.553,-0.029,0.004,4.372,0.019
0.004,4.925,0.025,0.004,-1.402,0.036,0.004,3.003,0.029,0.004,4.736,0.022,0.004,4.928,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.607,-0.032,0.004,4.396,0.017
0.004,4.929,0.022,0.004,-1.336,0.035,0.004,3.053,0.032,0.004,4.758,0.022,0.004,4.950,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.654,-0.033,0.004,4.427,0.012
0.004,4.941,0.019,0.004,-1.281,0.033,0.004,3.105,0.032,0.004,4.780,0.022,0.004,4.957,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.700,-0.029,0.004,4.460,0.013
0.004,4.953,0.017,0.004,-1.214,0.032,0.004,3.154,0.032,0.004,4.796,0.022,0.004,4.969,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.741,-0.028,0.004,4.488,0.012
0.004,4.958,0.016,0.004,-1.148,0.032,0.004,3.203,0.029,0.004,4.817,0.018,0.004,4.978,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.779,-0.029,0.004,4.513,0.012
0.004,4.961,0.014,0.004,-1.089,0.033,0.004,3.248,0.032,0.004,4.831,0.017,0.004,4.984,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.816,-0.029,0.004,4.542,0.013
0.004,4.972,0.016,0.004,-1.022,0.038,0.004,3.291,0.029,0.004,4.848,0.024,0.004,4.984,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.849,-0.027,0.004,4.564,0.015
0.004,4.979,0.019,0.004,-0.962,0.038,0.004,3.334,0.032,0.004,4.863,0.022,0.004,4.988,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.877,-0.027,0.004,4.587,0.018
0.004,4.985,0.018,0.004,-0.894,0.038,0.004,3.379,0.032,0.004,4.873,0.018,0.004,4.981,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.911,-0.025,0.004,4.618,0.015
0.004,4.988,0.016,0.004,-0.830,0.038,0.004,3.424,0.032,0.004,4.892,0.021,0.004,4.978,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.927,-0.021,0.004,4.646,0.017
0.004,4.994,0.017,0.004,-0.773,0.034,0.004,3.467,0.030,0.004,4.905,0.021,0.004,4.964,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.949,-0.020,0.004,4.669,0.015
0.004,4.995,0.017,0.004,-0.713,0.034,0.004,3.512,0.029,0.004,4.911,0.018,0.004,4.949,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.966,-0.018,0.004,4.691,0.011
0.004,5.000,0.013,0.004,-0.646,0.033,0.004,3.557,0.030,0.004,4.922,0.018,0.004,4.933,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.982,-0.020,0.004,4.714,0.010
0.004,4.992,0.013,0.004,-0.582,0.030,0.004,3.598,0.029,0.004,4.934,0.017,0.004,4.923,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.992,-0.018,0.004,4.740,0.013
0.004,4.997,0.011,0.004,-0.520,0.029,0.004,3.639,0.034,0.004,4.938,0.018,0.004,4.892,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.995,-0.020,0.004,4.757,0.015
0.004,4.992,0.012,0.004,-0.454,0.030,0.004,3.684,0.030,0.004,4.947,0.019,0.004,4.867,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.999,-0.018,0.004,4.775,0.015
0.004,4.996,0.011,0.004,-0.394,0.030,0.004,3.723,0.032,0.004,4.956,0.022,0.004,4.837,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.998,-0.015,0.004,4.800,0.018
0.004,4.992,0.013,0.004,-0.333,0.030,0.004,3.761,0.033,0.004,4.962,0.023,0.004,4.803,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.995,-0.015,0.004,4.822,0.017
0.004,4.988,0.016,0.004,-0.266,0.033,0.004,3.811,0.034,0.004,4.962,0.021,0.004,4.770,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.988,-0.010,0.004,4.833,0.018
0.004,4.980,0.014,0.004,-0.205,0.030,0.004,3.851,0.034,0.004,4.972,0.023,0.004,4.731,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.978,-0.009,0.004,4.850,0.012
0.004,4.978,0.012,0.004,-0.142,0.032,0.004,3.889,0.033,0.004,4.970,0.019,0.004,4.686,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.960,-0.011,0.004,4.868,0.007
0.004,4.970,0.013,0.004,-0.083,0.032,0.004,3.928,0.034,0.004,4.977,0.018,0.004,4.645,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.949,-0.009,0.004,4.878,0.002
0.004,4.956,0.010,0.004,-0.020,0.027,0.004,3.961,0.033,0.004,4.978,0.017,0.004,4.592,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.925,-0.010,0.004,4.896,0.006
0.004,4.947,0.010,0.004,0.041,0.025,0.004,4.001,0.030,0.004,4.979,0.018,0.004,4.551,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.903,-0.007,0.004,4.911,0.005
0.004,4.934,0.007,0.004,0.105,0.029,0.004,4.040,0.034,0.004,4.977,0.021,0.004,4.487,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.879,-0.010,0.004,4.922,0.010
0.004,4.925,0.007,0.004,0.165,0.030,0.004,4.075,0.036,0.004,4.974,0.022,0.004,4.427,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.849,-0.010,0.004,4.928,0.008
0.004,4.913,0.006,0.004,0.227,0.029,0.004,4.109,0.034,0.004,4.973,0.018,0.004,4.369,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.815,-0.009,0.004,4.940,0.007
0.004,4.902,0.012,0.004,0.288,0.029,0.004,4.149,0.035,0.004,4.973,0.019,0.004,4.304,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.779,-0.003,0.004,4.957,0.008
0.004,4.889,0.006,0.004,0.346,0.027,0.004,4.179,0.033,0.004,4.973,0.022,0.004,4.241,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.744,-0.004,0.004,4.957,0.005
0.004,4.875,0.010,0.004,0.414,0.025,0.004,4.222,0.030,0.004,4.972,0.022,0.004,4.176,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.697,0.001,0.004,4.966,0.001
0.004,4.859,0.011,0.004,0.472,0.027,0.004,4.255,0.032,0.004,4.967,0.014,0.004,4.104,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.649,0.002,0.004,4.972,0.004
0.004,4.835,0.008,0.004,0.534,0.030,0.004,4.288,0.029,0.004,4.966,0.017,0.004,4.026,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.610,-0.001,0.004,4.975,0.004
0.004,4.819,0.008,0.004,0.588,0.032,0.004,4.316,0.024,0.004,4.961,0.018,0.004,3.950,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.561,-0.001,0.004,4.983,0.002
0.004,4.802,0.010,0.004,0.652,0.030,0.004,4.355,0.027,0.004,4.955,0.019,0.004,3.872,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.508,-0.005,0.004,4.983,0.002
0.004,4.790,0.012,0.004,0.713,0.032,0.004,4.386,0.032,0.004,4.950,0.018,0.004,3.789,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.451,-0.003,0.004,4.986,0.006
0.004,4.765,0.011,0.004,0.773,0.033,0.004,4.413,0.030,0.004,4.941,0.019,0.004,3.699,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.401,-0.003,0.004,4.990,0.006
0.004,4.757,0.012,0.004,0.837,0.035,0.004,4.441,0.029,0.004,4.931,0.017,0.004,3.616,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.337,-1.052E-4,0.004,4.989,0.005
0.004,4.729,0.016,0.004,0.895,0.033,0.004,4.475,0.025,0.004,4.919,0.013,0.004,3.528,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.278,0.002,0.004,4.990,0.004
0.004,4.707,0.011,0.004,0.963,0.033,0.004,4.507,0.024,0.004,4.916,0.012,0.004,3.441,-1.699E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.212,0.004,0.004,4.981,0.002
0.004,4.685,0.011,0.004,1.017,0.036,0.004,4.536,0.025,0.004,4.911,0.017,0.004,3.340,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.138,0.004,0.004,4.979,0.001
0.004,4.664,0.012,0.004,1.076,0.036,0.004,4.563,0.025,0.004,4.897,0.012,0.004,3.248,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-4.074,0.005,0.004,4.980,0.001
0.004,4.638,0.011,0.004,1.135,0.035,0.004,4.588,0.023,0.004,4.891,0.012,0.004,3.153,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.998,0.002,0.004,4.978,-1.052E-4
0.004,4.615,0.011,0.004,1.196,0.036,0.004,4.610,0.027,0.004,4.878,0.016,0.004,3.052,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.922,0.006,0.004,4.980,0.005
0.004,4.588,0.012,0.004,1.257,0.036,0.004,4.631,0.024,0.004,4.874,0.017,0.004,2.958,-1.699E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.848,0.006,0.004,4.970,0.007
0.004,4.563,0.012,0.004,1.312,0.035,0.004,4.658,0.023,0.004,4.861,0.017,0.004,2.856,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.762,0.011,0.004,4.966,0.004
0.004,4.546,0.011,0.004,1.380,0.032,0.004,4.681,0.024,0.004,4.844,0.011,0.004,2.746,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.682,0.015,0.004,4.958,-0.001
0.004,4.513,0.013,0.004,1.440,0.033,0.004,4.700,0.021,0.004,4.826,0.011,0.004,2.646,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.596,0.016,0.004,4.947,-0.001
0.004,4.487,0.010,0.004,1.502,0.036,0.004,4.720,0.018,0.004,4.812,0.010,0.004,2.536,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.509,0.017,0.004,4.939,-0.003
0.004,4.463,0.010,0.004,1.562,0.035,0.004,4.745,0.018,0.004,4.803,0.007,0.004,2.435,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.422,0.018,0.004,4.935,0.001
0.004,4.438,0.010,0.004,1.622,0.038,0.004,4.765,0.016,0.004,4.787,0.010,0.004,2.320,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.336,0.019,0.004,4.929,0.004
0.004,4.416,0.012,0.004,1.686,0.043,0.004,4.781,0.019,0.004,4.767,0.008,0.004,2.207,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.245,0.016,0.004,4.916,0.002
0.004,4.383,0.013,0.004,1.743,0.040,0.004,4.802,0.022,0.004,4.746,0.006,0.004,2.099,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.147,0.018,0.004,4.903,0.002
0.004,4.359,0.014,0.004,1.800,0.038,0.004,4.813,0.022,0.004,4.730,0.008,0.004,1.983,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-3.052,0.021,0.004,4.895,0.002
0.004,4.320,0.012,0.004,1.858,0.034,0.004,4.830,0.021,0.004,4.709,0.007,0.004,1.870,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.953,0.022,0.004,4.886,0.002
0.004,4.293,0.010,0.004,1.914,0.034,0.004,4.847,0.019,0.004,4.690,0.003,0.004,1.753,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.847,0.021,0.004,4.880,-1.052E-4
0.004,4.262,0.006,0.004,1.980,0.033,0.004,4.866,0.022,0.004,4.673,0.001,0.004,1.631,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.750,0.028,0.004,4.864,0.001
0.004,4.232,0.006,0.004,2.040,0.034,0.004,4.875,0.023,0.004,4.642,0.003,0.004,1.526,-0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.648,0.022,0.004,4.859,0.001
0.004,4.199,0.006,0.004,2.098,0.033,0.004,4.881,0.021,0.004,4.620,0.001,0.004,1.407,-0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.542,0.023,0.004,4.844,0.004
0.004,4.164,0.007,0.004,2.158,0.036,0.004,4.891,0.019,0.004,4.598,-1.699E-4,0.004,1.283,-0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.437,0.027,0.004,4.831,0.004
0.004,4.134,0.005,0.004,2.213,0.038,0.004,4.905,0.022,0.004,4.575,0.003,0.004,1.159,-0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.328,0.026,0.004,4.814,0.006
0.004,4.105,0.006,0.004,2.269,0.035,0.004,4.914,0.024,0.004,4.548,0.005,0.004,1.037,-0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.218,0.024,0.004,4.797,0.002
0.004,4.073,0.007,0.004,2.329,0.034,0.004,4.923,0.027,0.004,4.523,0.002,0.004,0.917,-0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-2.107,0.026,0.004,4.781,-0.003
0.004,4.034,0.010,0.004,2.385,0.034,0.004,4.936,0.028,0.004,4.494,0.008,0.004,0.796,-0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-1.989,0.032,0.004,4.764,-1.052E-4
0.004,4.000,0.007,0.004,2.444,0.030,0.004,4.941,0.027,0.004,4.465,0.006,0.004,0.679,-0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-1.872,0.032,0.004,4.746,-0.004
0.004,3.960,0.007,0.004,2.492,0.028,0.004,4.939,0.021,0.004,4.437,0.003,0.004,0.555,-0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-1.752,0.034,0.004,4.730,-0.005
0.004,3.917,0.003,0.004,2.550,0.029,0.004,4.952,0.022,0.004,4.408,0.006,0.004,0.434,-0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-1.638,0.035,0.004,4.710,-0.006
0.004,3.887,0.005,0.004,2.606,0.030,0.004,4.953,0.018,0.004,4.375,0.006,0.004,0.305,-0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-1.514,0.035,0.004,4.691,-0.001
0.004,3.843,0.003,0.004,2.657,0.029,0.004,4.953,0.022,0.004,4.335,0.003,0.004,0.180,-0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-1.398,0.035,0.004,4.668,-0.006
