"Time (s) Run #1","Output Voltage, Ch V (V) Run #1","Voltage, Ch A (V) Run #1","Time (s) Run #2","Output Voltage, Ch V (V) Run #2","Voltage, Ch A (V) Run #2","Time (s) Run #3","Output Voltage, Ch V (V) Run #3","Voltage, Ch A (V) Run #3","Time (s) Run #4","Output Voltage, Ch V (V) Run #4","Voltage, Ch A (V) Run #4","Time (s) Run #5","Output Voltage, Ch V (V) Run #5","Voltage, Ch A (V) Run #5","Time (s) Run #6","Output Voltage, Ch V (V) Run #6","Voltage, Ch A (V) Run #6","Time (s) Run #7","Output Voltage, Ch V (V) Run #7","Voltage, Ch A (V) Run #7","Time (s) Run #8","Output Voltage, Ch V (V) Run #8","Voltage, Ch A (V) Run #8","Time (s) Run #9","Output Voltage, Ch V (V) Run #9","Voltage, Ch A (V) Run #9","Time (s) Run #10","Output Voltage, Ch V (V) Run #10","Voltage, Ch A (V) Run #10","Time (s) Run #11","Output Voltage, Ch V (V) Run #11","Voltage, Ch A (V) Run #11","Time (s) Run #12","Output Voltage, Ch V (V) Run #12","Voltage, Ch A (V) Run #12","Time (s) Run #13","Output Voltage, Ch V (V) Run #13","Voltage, Ch A (V) Run #13","Time (s) Run #14","Output Voltage, Ch V (V) Run #14","Voltage, Ch A (V) Run #14","Time (s) Run #15","Output Voltage, Ch V (V) Run #15","Voltage, Ch A (V) Run #15","Time (s) Run #16","Output Voltage, Ch V (V) Run #16","Voltage, Ch A (V) Run #16","Time (s) Run #17","Output Voltage, Ch V (V) Run #17","Voltage, Ch A (V) Run #17","Time (s) Run #18","Output Voltage, Ch V (V) Run #18","Voltage, Ch A (V) Run #18","Time (s) Run #19","Output Voltage, Ch V (V) Run #19","Voltage, Ch A (V) Run #19","Time (s) Run #20","Output Voltage, Ch V (V) Run #20","Voltage, Ch A (V) Run #20","Time (s) Run #21","Output Voltage, Ch V (V) Run #21","Voltage, Ch A (V) Run #21"
0.004,-1.150,0.023,0.004,-4.630,0.002,0.004,-4.248,0.022,0.004,-2.002,0.030,0.004,-4.716,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.200,0.041,0.004,-2.683,0.018
0.004,-1.088,0.025,0.004,-4.657,0.007,0.004,-4.210,0.022,0.004,-1.947,0.024,0.004,-4.754,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.261,0.040,0.004,-2.631,0.019
0.004,-1.019,0.029,0.004,-4.682,0.005,0.004,-4.181,0.022,0.004,-1.896,0.030,0.004,-4.795,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.331,0.040,0.004,-2.576,0.017
0.004,-0.962,0.030,0.004,-4.697,0.001,0.004,-4.143,0.023,0.004,-1.839,0.033,0.004,-4.826,-0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.393,0.039,0.004,-2.521,0.013
0.004,-0.910,0.025,0.004,-4.719,0.002,0.004,-4.103,0.023,0.004,-1.775,0.036,0.004,-4.860,-0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.449,0.040,0.004,-2.471,0.011
0.004,-0.846,0.023,0.004,-4.743,-0.001,0.004,-4.066,0.025,0.004,-1.720,0.033,0.004,-4.888,-0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.508,0.038,0.004,-2.412,0.008
0.004,-0.785,0.023,0.004,-4.763,0.002,0.004,-4.033,0.019,0.004,-1.665,0.034,0.004,-4.910,-0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.564,0.033,0.004,-2.355,0.010
0.004,-0.727,0.024,0.004,-4.783,0.006,0.004,-3.993,0.018,0.004,-1.608,0.033,0.004,-4.927,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.616,0.033,0.004,-2.300,0.013
0.004,-0.664,0.023,0.004,-4.801,0.006,0.004,-3.952,0.019,0.004,-1.543,0.035,0.004,-4.944,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.664,0.033,0.004,-2.251,0.013
0.004,-0.603,0.024,0.004,-4.817,0.006,0.004,-3.914,0.021,0.004,-1.487,0.036,0.004,-4.960,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.709,0.029,0.004,-2.195,0.017
0.004,-0.539,0.030,0.004,-4.843,0.005,0.004,-3.867,0.022,0.004,-1.426,0.034,0.004,-4.976,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.754,0.029,0.004,-2.136,0.021
0.004,-0.485,0.032,0.004,-4.856,0.005,0.004,-3.826,0.023,0.004,-1.369,0.035,0.004,-4.987,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.786,0.032,0.004,-2.079,0.019
0.004,-0.421,0.032,0.004,-4.867,0.006,0.004,-3.784,0.023,0.004,-1.305,0.039,0.004,-4.992,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.825,0.032,0.004,-2.022,0.021
0.004,-0.360,0.030,0.004,-4.881,0.005,0.004,-3.734,0.025,0.004,-1.243,0.043,0.004,-4.990,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.856,0.032,0.004,-1.972,0.016
0.004,-0.303,0.029,0.004,-4.894,0.006,0.004,-3.699,0.022,0.004,-1.184,0.040,0.004,-4.990,-1.699E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.886,0.029,0.004,-1.907,0.016
0.004,-0.239,0.027,0.004,-4.915,0.005,0.004,-3.659,0.018,0.004,-1.120,0.036,0.004,-4.982,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.913,0.029,0.004,-1.850,0.016
0.004,-0.183,0.023,0.004,-4.927,0.005,0.004,-3.610,0.019,0.004,-1.060,0.038,0.004,-4.982,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.934,0.024,0.004,-1.798,0.018
0.004,-0.117,0.024,0.004,-4.937,0.008,0.004,-3.563,0.019,0.004,-1.001,0.035,0.004,-4.973,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.953,0.021,0.004,-1.746,0.019
0.004,-0.055,0.028,0.004,-4.950,0.007,0.004,-3.518,0.021,0.004,-0.933,0.032,0.004,-4.950,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.964,0.019,0.004,-1.685,0.022
0.004,0.006,0.032,0.004,-4.959,0.010,0.004,-3.473,0.022,0.004,-0.873,0.036,0.004,-4.937,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.979,0.017,0.004,-1.623,0.027
0.004,0.068,0.033,0.004,-4.962,0.011,0.004,-3.429,0.025,0.004,-0.811,0.036,0.004,-4.918,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.990,0.021,0.004,-1.565,0.024
0.004,0.127,0.032,0.004,-4.972,0.010,0.004,-3.382,0.024,0.004,-0.751,0.033,0.004,-4.893,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,5.000,0.022,0.004,-1.511,0.023
0.004,0.193,0.030,0.004,-4.982,0.008,0.004,-3.340,0.021,0.004,-0.686,0.032,0.004,-4.866,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,5.003,0.024,0.004,-1.453,0.018
0.004,0.249,0.030,0.004,-4.987,0.006,0.004,-3.289,0.022,0.004,-0.619,0.030,0.004,-4.832,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,5.002,0.026,0.004,-1.391,0.021
0.004,0.312,0.028,0.004,-4.989,0.011,0.004,-3.240,0.022,0.004,-0.558,0.030,0.004,-4.801,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.989,0.021,0.004,-1.336,0.027
0.004,0.375,0.027,0.004,-4.998,0.010,0.004,-3.192,0.023,0.004,-0.497,0.032,0.004,-4.766,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.984,0.015,0.004,-1.271,0.021
0.004,0.443,0.027,0.004,-5.001,0.012,0.004,-3.147,0.024,0.004,-0.430,0.032,0.004,-4.728,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.974,0.013,0.004,-1.217,0.027
0.004,0.503,0.030,0.004,-5.004,0.014,0.004,-3.097,0.024,0.004,-0.364,0.032,0.004,-4.678,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.964,0.017,0.004,-1.154,0.027
0.004,0.566,0.032,0.004,-5.004,0.011,0.004,-3.058,0.025,0.004,-0.298,0.030,0.004,-4.638,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.947,0.016,0.004,-1.093,0.028
0.004,0.628,0.033,0.004,-5.001,0.007,0.004,-3.013,0.023,0.004,-0.231,0.033,0.004,-4.588,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.929,0.016,0.004,-1.029,0.026
0.004,0.691,0.032,0.004,-5.000,0.010,0.004,-2.960,0.021,0.004,-0.177,0.033,0.004,-4.541,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.905,0.018,0.004,-0.968,0.028
0.004,0.762,0.032,0.004,-4.997,0.011,0.004,-2.916,0.022,0.004,-0.109,0.028,0.004,-4.480,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.875,0.013,0.004,-0.908,0.027
0.004,0.825,0.029,0.004,-4.997,0.012,0.004,-2.860,0.022,0.004,-0.038,0.030,0.004,-4.429,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.847,0.011,0.004,-0.845,0.028
0.004,0.888,0.032,0.004,-4.987,0.011,0.004,-2.815,0.021,0.004,0.021,0.033,0.004,-4.367,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.813,0.010,0.004,-0.784,0.027
0.004,0.948,0.030,0.004,-4.984,0.012,0.004,-2.758,0.022,0.004,0.085,0.029,0.004,-4.306,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.787,0.011,0.004,-0.727,0.027
0.004,1.008,0.032,0.004,-4.982,0.014,0.004,-2.708,0.023,0.004,0.148,0.033,0.004,-4.236,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.745,0.008,0.004,-0.662,0.028
0.004,1.074,0.034,0.004,-4.977,0.014,0.004,-2.658,0.025,0.004,0.206,0.032,0.004,-4.166,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.700,0.005,0.004,-0.595,0.030
0.004,1.135,0.033,0.004,-4.968,0.012,0.004,-2.603,0.027,0.004,0.272,0.032,0.004,-4.094,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.658,0.008,0.004,-0.536,0.027
0.004,1.203,0.032,0.004,-4.960,0.012,0.004,-2.553,0.025,0.004,0.335,0.032,0.004,-4.018,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.615,0.008,0.004,-0.470,0.024
0.004,1.264,0.032,0.004,-4.954,0.012,0.004,-2.499,0.029,0.004,0.393,0.030,0.004,-3.943,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.563,0.005,0.004,-0.408,0.027
0.004,1.323,0.027,0.004,-4.939,0.010,0.004,-2.446,0.029,0.004,0.458,0.027,0.004,-3.863,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.520,0.007,0.004,-0.344,0.023
0.004,1.387,0.027,0.004,-4.928,0.008,0.004,-2.390,0.027,0.004,0.515,0.029,0.004,-3.783,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.458,0.004,0.004,-0.280,0.022
0.004,1.445,0.025,0.004,-4.920,0.012,0.004,-2.335,0.028,0.004,0.578,0.032,0.004,-3.696,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.400,0.001,0.004,-0.211,0.027
0.004,1.510,0.028,0.004,-4.905,0.012,0.004,-2.283,0.032,0.004,0.647,0.032,0.004,-3.607,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.343,-1.052E-4,0.004,-0.154,0.024
0.004,1.572,0.024,0.004,-4.894,0.014,0.004,-2.228,0.030,0.004,0.703,0.033,0.004,-3.524,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.288,-1.052E-4,0.004,-0.088,0.022
0.004,1.627,0.025,0.004,-4.883,0.014,0.004,-2.172,0.033,0.004,0.762,0.032,0.004,-3.428,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.219,-0.003,0.004,-0.023,0.021
0.004,1.688,0.024,0.004,-4.865,0.013,0.004,-2.116,0.033,0.004,0.823,0.035,0.004,-3.332,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.148,-0.001,0.004,0.038,0.021
0.004,1.750,0.023,0.004,-4.852,0.012,0.004,-2.061,0.032,0.004,0.888,0.039,0.004,-3.247,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.081,-0.006,0.004,0.105,0.017
0.004,1.805,0.025,0.004,-4.835,0.012,0.004,-2.007,0.030,0.004,0.945,0.034,0.004,-3.151,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,4.004,-1.052E-4,0.004,0.174,0.021
0.004,1.870,0.022,0.004,-4.816,0.013,0.004,-1.948,0.029,0.004,1.000,0.029,0.004,-3.051,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,3.934,-0.005,0.004,0.235,0.021
0.004,1.926,0.023,0.004,-4.802,0.013,0.004,-1.886,0.028,0.004,1.063,0.033,0.004,-2.942,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,3.857,-0.005,0.004,0.298,0.021
0.004,1.983,0.023,0.004,-4.785,0.016,0.004,-1.835,0.032,0.004,1.118,0.033,0.004,-2.851,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,3.784,-0.005,0.004,0.365,0.019
0.004,2.042,0.027,0.004,-4.767,0.017,0.004,-1.778,0.033,0.004,1.175,0.032,0.004,-2.746,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,3.697,-0.009,0.004,0.425,0.024
0.004,2.098,0.028,0.004,-4.751,0.017,0.004,-1.715,0.033,0.004,1.244,0.034,0.004,-2.638,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,3.612,-0.014,0.004,0.488,0.026
0.004,2.157,0.029,0.004,-4.738,0.018,0.004,-1.646,0.035,0.004,1.295,0.035,0.004,-2.531,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,3.533,-0.010,0.004,0.554,0.022
0.004,2.213,0.030,0.004,-4.722,0.014,0.004,-1.583,0.039,0.004,1.362,0.038,0.004,-2.426,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,3.442,-0.011,0.004,0.614,0.019
0.004,2.261,0.028,0.004,-4.697,0.014,0.004,-1.530,0.034,0.004,1.421,0.035,0.004,-2.315,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,3.345,-0.015,0.004,0.676,0.018
0.004,2.319,0.025,0.004,-4.683,0.013,0.004,-1.466,0.032,0.004,1.478,0.036,0.004,-2.204,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,3.257,-0.012,0.004,0.741,0.019
0.004,2.377,0.025,0.004,-4.661,0.016,0.004,-1.409,0.030,0.004,1.537,0.034,0.004,-2.090,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,3.157,-0.016,0.004,0.803,0.021
0.004,2.423,0.025,0.004,-4.639,0.016,0.004,-1.345,0.029,0.004,1.595,0.033,0.004,-1.981,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,3.064,-0.022,0.004,0.860,0.022
0.004,2.478,0.024,0.004,-4.623,0.016,0.004,-1.280,0.033,0.004,1.655,0.036,0.004,-1.862,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,2.965,-0.022,0.004,0.924,0.024
0.004,2.532,0.027,0.004,-4.597,0.016,0.004,-1.221,0.038,0.004,1.716,0.038,0.004,-1.753,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,2.861,-0.023,0.004,0.984,0.024
0.004,2.585,0.029,0.004,-4.579,0.016,0.004,-1.157,0.035,0.004,1.771,0.041,0.004,-1.632,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,2.763,-0.029,0.004,1.042,0.029
0.004,2.637,0.033,0.004,-4.550,0.018,0.004,-1.090,0.035,0.004,1.828,0.041,0.004,-1.521,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,2.661,-0.026,0.004,1.098,0.023
0.004,2.678,0.029,0.004,-4.534,0.019,0.004,-1.022,0.036,0.004,1.887,0.040,0.004,-1.403,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,2.552,-0.023,0.004,1.161,0.018
0.004,2.735,0.024,0.004,-4.507,0.014,0.004,-0.963,0.035,0.004,1.948,0.035,0.004,-1.281,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,2.446,-0.025,0.004,1.223,0.018
0.004,2.785,0.029,0.004,-4.474,0.016,0.004,-0.904,0.032,0.004,2.007,0.036,0.004,-1.157,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,2.336,-0.027,0.004,1.280,0.017
0.004,2.835,0.025,0.004,-4.453,0.018,0.004,-0.844,0.027,0.004,2.063,0.035,0.004,-1.039,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,2.224,-0.031,0.004,1.344,0.019
0.004,2.883,0.025,0.004,-4.426,0.018,0.004,-0.780,0.028,0.004,2.119,0.035,0.004,-0.918,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,2.113,-0.034,0.004,1.400,0.022
0.004,2.932,0.024,0.004,-4.391,0.022,0.004,-0.717,0.029,0.004,2.178,0.036,0.004,-0.795,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,2.001,-0.029,0.004,1.462,0.027
0.004,2.981,0.028,0.004,-4.361,0.021,0.004,-0.651,0.029,0.004,2.231,0.034,0.004,-0.672,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,1.883,-0.031,0.004,1.517,0.032
0.004,3.033,0.032,0.004,-4.334,0.027,0.004,-0.590,0.030,0.004,2.286,0.033,0.004,-0.550,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,1.764,-0.031,0.004,1.573,0.026
0.004,3.085,0.030,0.004,-4.306,0.025,0.004,-0.529,0.034,0.004,2.347,0.034,0.004,-0.427,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,1.644,-0.031,0.004,1.628,0.027
0.004,3.133,0.029,0.004,-4.278,0.022,0.004,-0.467,0.033,0.004,2.402,0.035,0.004,-0.294,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,1.524,-0.028,0.004,1.683,0.024
0.004,3.182,0.028,0.004,-4.241,0.021,0.004,-0.404,0.029,0.004,2.464,0.030,0.004,-0.171,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,1.407,-0.029,0.004,1.742,0.021
0.004,3.227,0.028,0.004,-4.210,0.017,0.004,-0.340,0.027,0.004,2.521,0.032,0.004,-0.049,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,1.279,-0.031,0.004,1.803,0.024
0.004,3.277,0.029,0.004,-4.174,0.022,0.004,-0.274,0.025,0.004,2.568,0.033,0.004,0.077,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,1.158,-0.034,0.004,1.865,0.024
0.004,3.324,0.028,0.004,-4.142,0.024,0.004,-0.215,0.025,0.004,2.629,0.030,0.004,0.201,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,1.035,-0.038,0.004,1.916,0.027
0.004,3.369,0.029,0.004,-4.107,0.024,0.004,-0.156,0.025,0.004,2.684,0.030,0.004,0.329,0.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.908,-0.038,0.004,1.974,0.027
0.004,3.420,0.034,0.004,-4.065,0.025,0.004,-0.092,0.027,0.004,2.733,0.029,0.004,0.451,0.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.785,-0.040,0.004,2.035,0.032
0.004,3.464,0.032,0.004,-4.029,0.027,0.004,-0.030,0.029,0.004,2.790,0.028,0.004,0.577,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.659,-0.037,0.004,2.091,0.033
0.004,3.513,0.035,0.004,-3.987,0.024,0.004,0.030,0.033,0.004,2.842,0.028,0.004,0.703,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.539,-0.034,0.004,2.148,0.032
0.004,3.554,0.030,0.004,-3.950,0.023,0.004,0.091,0.032,0.004,2.897,0.034,0.004,0.832,0.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.410,-0.032,0.004,2.204,0.032
0.004,3.601,0.030,0.004,-3.914,0.023,0.004,0.150,0.029,0.004,2.945,0.029,0.004,0.953,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.283,-0.034,0.004,2.253,0.026
0.004,3.644,0.029,0.004,-3.871,0.021,0.004,0.218,0.027,0.004,2.999,0.028,0.004,1.073,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.152,-0.040,0.004,2.313,0.021
0.004,3.688,0.027,0.004,-3.830,0.022,0.004,0.273,0.029,0.004,3.052,0.028,0.004,1.200,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.029,-0.042,0.004,2.370,0.023
0.004,3.730,0.027,0.004,-3.789,0.027,0.004,0.335,0.028,0.004,3.100,0.029,0.004,1.325,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-0.105,-0.044,0.004,2.429,0.028
0.004,3.777,0.028,0.004,-3.748,0.024,0.004,0.399,0.030,0.004,3.147,0.027,0.004,1.450,0.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-0.227,-0.042,0.004,2.486,0.030
0.004,3.824,0.028,0.004,-3.701,0.019,0.004,0.451,0.029,0.004,3.194,0.025,0.004,1.566,0.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-0.357,-0.039,0.004,2.536,0.030
0.004,3.858,0.030,0.004,-3.646,0.022,0.004,0.511,0.029,0.004,3.244,0.030,0.004,1.686,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-0.480,-0.036,0.004,2.599,0.032
0.004,3.898,0.029,0.004,-3.606,0.024,0.004,0.578,0.033,0.004,3.291,0.028,0.004,1.806,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-0.603,-0.040,0.004,2.644,0.030
0.004,3.943,0.025,0.004,-3.563,0.019,0.004,0.642,0.034,0.004,3.338,0.029,0.004,1.930,0.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-0.727,-0.037,0.004,2.705,0.029
0.004,3.984,0.025,0.004,-3.517,0.019,0.004,0.703,0.035,0.004,3.380,0.029,0.004,2.042,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-0.853,-0.042,0.004,2.752,0.022
0.004,4.023,0.027,0.004,-3.477,0.022,0.004,0.759,0.035,0.004,3.430,0.029,0.004,2.152,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-0.974,-0.044,0.004,2.806,0.022
0.004,4.059,0.025,0.004,-3.428,0.022,0.004,0.821,0.033,0.004,3.476,0.029,0.004,2.272,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-1.100,-0.040,0.004,2.864,0.027
0.004,4.101,0.028,0.004,-3.383,0.022,0.004,0.881,0.035,0.004,3.515,0.028,0.004,2.381,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-1.222,-0.043,0.004,2.918,0.027
0.004,4.138,0.029,0.004,-3.336,0.023,0.004,0.942,0.036,0.004,3.561,0.029,0.004,2.494,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-1.342,-0.044,0.004,2.964,0.024
0.004,4.171,0.027,0.004,-3.286,0.027,0.004,1.001,0.036,0.004,3.602,0.030,0.004,2.601,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-1.461,-0.043,0.004,3.020,0.022
0.004,4.208,0.029,0.004,-3.238,0.025,0.004,1.069,0.041,0.004,3.644,0.032,0.004,2.706,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-1.576,-0.039,0.004,3.074,0.027
